ticker,name,direction,signal,score,market_cap_yi,last_close,last_date,target_price,target_date,macd_kind,macd_passed,macd_failed_rules,macd_strength,three_push_hit,three_push_quality,pda_hit,pda_quality,pda_timeframe,pda_zone_low,pda_zone_high,notes
601015,陕西黑猫,top,SHORT,1.5,,3.71,2026-09-02,3.93,2026-08-31,miss,1/5,"R1,R2,R3,R4",,True,0.586,True,OB,W,3.54,4.4,三推顶 3.55→3.71→3.93 回撤 77%/65% | 周线OB [3.54-4.40] | 空: 入¥3.93 止¥4.44 标¥3.24 R:R 1.3
601058,赛轮轮胎,top,SHORT,1.5,,15.53,2026-09-02,15.67,2026-09-02,miss,2/5,"R2,R3,R4",,True,0.386,True,OB,W,15.51,16.08,三推顶 13.75→14.40→15.67 回撤 89%/80% | 周线OB [15.51-16.08] | 空: 入¥15.67 止¥16.24 标¥13.04 R:R 4.6
601113,华鼎股份,top,SHORT,1.5,,3.5,2026-09-02,3.55,2026-08-28,miss,1/5,"R1,R2,R3,R4",,True,0.903,True,FVG,W,3.45,3.66,三推顶 3.44→3.49→3.55 回撤 77%/76% | 周线FVG [3.45-3.66] | 空: 入¥3.55 止¥3.70 标¥3.18 R:R 2.5
603477,巨星农牧,bottom,LONG,1.5,,15.1,2026-09-02,13.79,2026-08-19,miss,1/5,"R1,R2,R3,R4",,True,0.639,True,OB,W,12.67,14.25,三推底 15.06→14.36→13.79 反弹 78%/67% | 周线OB [12.67-14.25] | 多: 入¥13.79 止¥12.54 标¥16.73 R:R 2.4
688133,泰坦科技,bottom,LONG,1.5,,20.52,2026-09-02,20.08,2026-09-02,miss,2/5,"R1,R3,R4",,True,0.765,True,OB,W,19.07,21.48,三推底 22.56→22.02→20.08 反弹 75%/68% | 周线OB [19.07-21.48] | 多: 入¥20.08 止¥18.88 标¥25.43 R:R 4.5
688171,纬德信息,bottom,LONG,1.5,,25.43,2026-09-02,25.26,2026-09-02,miss,1/5,"R2,R3,R4,R5",,True,0.427,True,FVG,W,20.84,28.11,三推底 26.73→25.72→25.26 反弹 69%/86% | 周线FVG [20.84-28.11] | 多: 入¥25.26 止¥20.63 标¥29.29 R:R 0.9
688230,芯导科技,top,SHORT,1.5,,58.03,2026-09-02,60.84,2026-08-31,miss,2/5,"R1,R3,R4",,True,0.087,True,FVG,W,57.0,70.0,三推顶 50.95→58.20→60.84 回撤 62%/60% | 周线FVG [57.00-70.00] | 空: 入¥60.84 止¥70.70 标¥46.12 R:R 1.5
688293,奥浦迈,bottom,LONG,1.5,,55.88,2026-09-02,51.0,2026-08-31,miss,2/5,"R1,R3,R4",,True,0.373,True,OB,W,49.2,56.33,三推底 61.30→59.87→51.00 反弹 82%/63% | 周线OB [49.20-56.33] | 多: 入¥51.00 止¥48.71 标¥71.88 R:R 9.1
688338,赛科希德,top,SHORT,1.5,,31.41,2026-09-02,33.19,2026-09-01,miss,3/5,"R2,R3",,True,0.352,True,OB,W,30.8,33.71,三推顶 31.13→32.25→33.19 回撤 86%/83% | 周线OB [30.80-33.71] | 空: 入¥33.19 止¥34.05 标¥28.99 R:R 4.9
688448,磁谷科技,top,SHORT,1.5,,69.0,2026-09-02,69.75,2026-09-02,miss,2/5,"R1,R3,R4",,True,0.401,True,OB,W,69.07,77.49,三推顶 66.78→68.68→69.75 回撤 83%/65% | 周线OB [69.07-77.49] | 空: 入¥69.75 止¥78.26 标¥62.25 R:R 0.9
688686,奥普特,top,SHORT,1.5,,148.65,2026-09-02,156.65,2026-09-01,miss,1/5,"R1,R2,R3,R4",,True,0.458,True,OB,W,154.22,187.0,三推顶 126.40→126.60→156.65 回撤 83%/66% | 周线OB [154.22-187.00] | 空: 入¥156.65 止¥188.87 标¥110.60 R:R 1.4
